GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
spring-boot-mail,com.neo,MailApplication,8,0,0,0,3,0,2,0,2,0
spring-boot-mail,com.neo.service.impl,MailServiceImpl,73,118,0,0,23,31,2,3,2,3
